Eintragsnummer;Tree;BLEU;BCR;FCR;Gapping;SGF;LCO;NoCCE;"Phenomena simplified (b/f/g/s/k=not-bfgs-coord);""-"" kein Phänomen, gegebenenfalls Satzkoordination(en)";Phenomena Bemerkung;Treebank-Sentence;Reconstructed-Sentence;Gold_1;Gold_2;Gold_3
587;(s100879_VROOT(SIMPX(SIMPX-KONJ(VF(ADJX(ADJD Irritiert)))(LK-VAFIN-3sis(VAFIN-HD-3sis(VAFIN-3sis hat)))(MF-3s(NX-ON-nsm(ART-nsm der)(NN-nsm Radfahrer))(PX(APPR-d auf)(NX-HD(NX-HD-dsm(ART-dsm dem)(NN-dsm Weg))(NX-gsf(ART-gsf der)(ADJX-***(ADJA-*** Neuköllner))(NN-gsf Hasenheide))))(ADVX(ADV tatsächlich)))(VC-VVPP(VVPP-OV(VVPP gestoppt))))(KON und)(SIMPX-KONJ(LK-VVFIN-3sis(VVFIN-HD-3sis(VVFIN-3sis betrachtet)))(MF(NX-OA-asm(NX-gsm(NE-gsm Malekis))(ADJX-asm(ADJA-asm uniformartigen))(NN-asm Anzug)))))($. .));1;0;0;0;1;0;0;s;sgf;Irritiert hat der Radfahrer auf dem Weg der Neuköllner Hasenheide tatsächlich gestoppt und betrachtet Malekis uniformartigen Anzug .;Irritiert hat der Radfahrer auf dem Weg der Neuköllner Hasenheide tatsächlich gestoppt und der_s Radfahrer_s betrachtet Malekis uniformartigen Anzug .;Irritiert hat der Radfahrer auf dem Weg der Neuköllner Hasenheide tatsächlich gestoppt und der_s Radfahrer_s betrachtet Malekis uniformartigen Anzug .;;
588;(s101832_VROOT(SIMPX(VF(ADVX(ADV Freilich)))(LK-VVFIN-3sit(VVFIN-HD-3sit(VVFIN-3sit gewann)))(MF-3s(NX-ON-nsm(NE-nsm Jewey)(NE-nsm Jacobs))(NX-OA(NX-HD-asn(PDAT-asn dieses)(ADJX(ADJX-asn(ADJX(ADJD zweifelsfrei))(ADJA-asn härteste))($, ,)(ADJX-asn(ADVX(ADV nur))(ADVX(ADV einmal))(ADJA-asn ausgetragene)))(NN-asn Fahrradrennen))(NX-gsf(ART-gsf der)(NN-gsf Welt)))(NX-ONMOD(ADVX(PTKNEG nicht))(NX-KONJ-nsm(KOKOM als)(NN-nsm Einzelfahrer))($, ,)(KON sondern)(PX(APPRART-dsn im)(NX-HD-dsn(NN-dsn Team))))))($. :));0,487793133116126;0;1;1;0;1;0;fg+k/k;fg;Freilich gewann Jewey Jacobs dieses zweifelsfrei härteste , nur einmal ausgetragene Fahrradrennen der Welt nicht als Einzelfahrer , sondern im Team :;Freilich gewann Jewey Jacobs dieses zweifelsfrei härteste , nur einmal ausgetragene Fahrradrennen der Welt nicht als Einzelfahrer , sondern im Team :;Freilich gewann Jewey Jacobs dieses zweifelsfrei härteste , nur einmal ausgetragene Fahrradrennen der Welt nicht als Einzelfahrer , sondern freilich_fg gewann_fg Jewey_fg Jacobs_fg dieses_fg zweifelsfrei_fg härteste_fg , nur_fg einmal_fg ausgetragene_fg Fahrradrennen_fg der_fg Welt_fg im Team :;;
589;(s99147_VROOT(SIMPX(VF-3p(NX-ON-npf(ART-npf Die)(NN-npf Frauen)))(LK-VVFIN-3pis(VVFIN-HD-3pis(VVFIN-3pis löffeln)))(MF(NX-OA(NX-KONJ-asm(NN-asm Klebereis))($, ,)(NX-KONJ-asn(NN-asn Gemüse))(KON und)(NX-KONJ-apf(NN-apf Pasten)))(PX(APPR-a in)(NX-HD-apf(ART-apf die)(NN-apf Bettelschalen))))($, ,)(NF(RSIMPX(C(NX-OA-ap*(PRELS-ap* die)))(MF-3p(NX-ON-np*(ART-np* die)(NN-np* Safrangewandeten))(PX(APPR-a vor)(NX-HD-apm(PPOSAT-apm ihre)(NN-apm Bäuche))))(VC-VVFIN-3pis(VVFIN-HD-3pis(VVFIN-3pis pressen))))))($. .));1;0;0;0;0;1;0;k;NP Koord OA;Die Frauen löffeln Klebereis , Gemüse und Pasten in die Bettelschalen , die die Safrangewandeten vor ihre Bäuche pressen .;Die Frauen löffeln Klebereis , Gemüse und Pasten in die Bettelschalen , die die Safrangewandeten vor ihre Bäuche pressen .;Die Frauen löffeln [Klebereis , Gemüse und Pasten] in die Bettelschalen , die die Safrangewandeten vor ihre Bäuche pressen .;;
590;(s101881_VROOT(SIMPX(VF-3s(NX-ON(PIAT-nsm Kein)(NX-HD(NX-KONJ-nsm(NE-nsm Fillol))(KON oder)(NX-KONJ-nsm(NE-nsm Goycoechea)))))(MF(PX(APPR-d in)(NX-HD-dsf(NN-dsf Sicht))))($, ,)(NF(RSIMPX(C-3s(NX-ON-nsm(PRELS-nsm der)))(MF(NX-VMOD(CARD 1990))(PX(APPRART-dsn beim)(NX-HD-dsn(NN-dsn Elferschießen)))(NX-OA(NX-APP-asm(NN-asm Gastgeber))(NX-APP-asn(NE-asn Italien)))(PX(APPRART-asn ins)(NX-HD(NX-HD-asn(NN-asn Tal))(NX-gpf(ART-gpf der)(NN-gpf Tränen)))))(VC-VVFIN-3sit(VVFIN-HD-3sit(VVFIN-3sit schickte))))))($. .));1;0;0;0;0;1;0;k;NP Koord SB;Kein Fillol oder Goycoechea in Sicht , der 1990 beim Elferschießen Gastgeber Italien ins Tal der Tränen schickte .;Kein Fillol oder Goycoechea in Sicht , der 1990 beim Elferschießen Gastgeber Italien ins Tal der Tränen schickte .;[Kein Fillol oder Goycoechea] in Sicht , der 1990 beim Elferschießen Gastgeber Italien ins Tal der Tränen schickte .;;
591;(s102067_VROOT(SIMPX(VF-3p(NX-ON-np*3(PPER-np*3 Sie)))(LKFKOORD(LKFKONJ-KONJ(LK-VVFIN-3pit(VVFIN-HD-3pit(VVFIN-3pit nahmen)))(MF(NX-OA(NX-HD-asf(ART-asf eine)(NN-asf Zelle))(PX(APPR-d mit)(NX-HD-dsm(NN-dsm Kern))))))(KON und)(LKFKONJ-KONJ(LK-VVFIN-3pit(VVFIN-HD-3pit(VVFIN-3pit verschmolzen)))(MF(NX-OA-asf3(PPER-asf3 sie))(PX(APPR-d mit)(NX-HD(NX-HD-dsf(ART-dsf einer)(NN-dsf Zelle))(PX(APPR-a ohne)(NX-HD-asm(NN-asm Kern))))))($, ,)(NF(ADVX(ADV also))(PX(APPR-d mit)(NX-HD-dsn(NN-dsn Zytoplasma)))))))($. .));0,785447572330402;0;1;1;0;0;0;f+fg;f and fg;Sie nahmen eine Zelle mit Kern und verschmolzen sie mit einer Zelle ohne Kern , also mit Zytoplasma .;Sie nahmen eine Zelle mit Kern und sie_f verschmolzen sie mit einer Zelle ohne Kern , also mit Zytoplasma .;Sie nahmen eine Zelle mit Kern und sie_f verschmolzen sie mit einer Zelle ohne Kern , also sie_fg verschmolzen_fg sie_fg mit Zytoplasma .;;
592;(s103444_VROOT(SIMPX(VF-3p(NX-ON-np*3(PPER-np*3 Sie)))(LKFKOORD(LKFKONJ-KONJ(LK-VVFIN-3pis(VVFIN-HD-3pis(VVFIN-3pis bleiben)))(MF(PX(APPR-d in)(NX-HD-dsf(NN-dsf Sippenhaft)))))(KON und)(LKFKONJ-KONJ(LK-VVFIN-3pis(VVFIN-HD-3pis(VVFIN-3pis gehen)))(MF(ADVX(ADV nur))(ADVX(ADVX(ADV noch))(ADV einmal)))($D -)(NF(ADVX(ADV nämlich))(PX(APPR-d nach)(NX-HD-dpn(ART-dpn den)(NN-dpn Wechseljahren)))(PX(PX(APPRART-dsn vom)(NX-HD-dsn(NN-dsn Klimakterium)))(PX(APPRART-asn ins)(NX-HD-asn(NN-asn Krematorium))))))))($. .));0,711448109940054;1;1;1;0;0;0;b+fg;fg + bcr;Sie bleiben in Sippenhaft und gehen nur noch einmal - nämlich nach den Wechseljahren vom Klimakterium ins Krematorium .;Sie bleiben in Sippenhaft und sie_f gehen nur noch einmal - nämlich nach den Wechseljahren vom Klimakterium ins Krematorium .;Sie bleiben in Sippenhaft und sie_f gehen nur noch einmal ins_b Krematorium_b - sie_fg gehen_g nämlich nach den Wechseljahren vom Klimakterium ins Krematorium .;;
593;(s104055_VROOT(SIMPX(VF-3s(NX-ON-nsf3(PPER-nsf3 Sie)))(LK-VVFIN-3sis(VVFIN-HD-3sis(VVFIN-3sis trägt)))(MF(NX-OA(NX-KONJ-apn(ADJX-apn(ADJA-apn weite))(ADJX-apn(ADJA-apn senffarbene))(NN-apn Kleider))(KON und)(NX-KONJ-asf(ART-asf eine)(ADJX-asf(ADJA-asf glatte))(ADJX-asf(ADJA-asf schlohweiße))(NN-asf Herrenfrisur))))($, ,)(NF(RSIMPX(C-3s(NX-ON-nsf(PRELS-nsf die)))(MF(NX-OA-asm(PPOSAT-asm ihren)(ADJX-asm(ADJA-asm schnörkellosen))(NN-asm Typ)))(VC-VVFIN-3sis(VVFIN-HD-3sis(VVFIN-3sis unterstreicht))))))($. .));0,791261986372021;0;0;0;0;1;0;k;NP Koord OA;Sie trägt weite senffarbene Kleider und eine glatte schlohweiße Herrenfrisur , die ihren schnörkellosen Typ unterstreicht .;Sie trägt weite senffarbene Kleider und sie_f trägt_f eine glatte schlohweiße Herrenfrisur , die ihren schnörkellosen Typ unterstreicht .;Sie trägt [weite senffarbene Kleider und eine glatte schlohweiße Herrenfrisur] , die ihren schnörkellosen Typ unterstreicht .;;
594;(s104339_VROOT(SIMPX(SIMPX-KONJ(VF(PX(APPR-a Für)(NX-HD-apm(ART-apm die)(ADJX-apm(ADJA-apm betroffenen))(NN-apm Ärzte))))(LK-VVFIN-3sis(VVFIN-HD-3sis(VVFIN-3sis steht)))(MF-3s(NX-ON(NX-HD-nsf(ART-nsf die)(NN-nsf Existenz))(NX-gpf(PPOSAT-gpf ihrer)(NN-gpf Kliniken)))(PX(APPR-d auf)(NX-HD-dsn(ART-dsn dem)(NN-dsn Spiel)))))($, ,)(SIMPX-KONJ(VF(PX(APPR-a für)(NX-HD-asn(NE-asn Bayern))))(MF-3s(NX-ON(NX-HD-nsn(ART-nsn das)(NN-nsn Herzstück))(NX-gsf(PPOSAT-gsf seiner)(NN-gsf Anti-Abtreibungs-Politik))))))($. .));0,738395183854792;0;0;1;0;0;0;g;gapping;Für die betroffenen Ärzte steht die Existenz ihrer Kliniken auf dem Spiel , für Bayern das Herzstück seiner Anti-Abtreibungs-Politik .;Für die betroffenen Ärzte steht die Existenz ihrer Kliniken auf dem Spiel , für Bayern das Herzstück seiner Anti-Abtreibungs-Politik .;Für die betroffenen Ärzte steht die Existenz ihrer Kliniken auf dem Spiel , für Bayern steht_g das Herzstück seiner Anti-Abtreibungs-Politik auf_g dem_g Spiel_g.;;
595;(s99520_VROOT(SIMPX(SIMPX-KONJ(VF-3s(NX-ON(NX-HD-nsn(ART-nsn Ein)(ADJX-nsn(ADJA-nsn knappes))(NN-nsn Drittel))(NX-gp*(ART-gp* der)(ADJX-***(ADJA-*** Kreuzberger))(NN-gp* Jugendlichen))))(LK-VVFIN-3sis(VVFIN-HD-3sis(VVFIN-3sis verläßt)))(MF(NX-OA-asf(ART-asf die)(NN-asf Schule))(PX(APPR-a ohne)(NX-HD-asm(NN-asm Abschluß)))))($, ,)(SIMPX-KONJ(VF-3p(NX-ON-npn(ADJX(ADJD knapp))(ADJX(CARD 40))(NN-npn Prozent)))(LK-VAFIN-3pis(VAFIN-HD-3pis(VAFIN-3pis haben)))(MF(NX-OA-asm(PIAT-asm keinen)(NN-asm Job)))))($. .));1;0;0;0;0;0;1;-;Satz Koord;Ein knappes Drittel der Kreuzberger Jugendlichen verläßt die Schule ohne Abschluß , knapp 40 Prozent haben keinen Job .;Ein knappes Drittel der Kreuzberger Jugendlichen verläßt die Schule ohne Abschluß , knapp 40 Prozent haben keinen Job .;Ein knappes Drittel der Kreuzberger Jugendlichen verläßt die Schule ohne Abschluß , knapp 40 Prozent haben keinen Job .;;
596;"(s100690_VROOT(SIMPX(VF-3s(NX-ON(NX-APP-nsf(ART-nsf Die)(NN-nsf Ostseeinsel))(NX-APP-nsn(NE-nsn Fehmarn))))(LKFKOORD(LKFKONJ-KONJ(LK-VVFIN-3sis(VVFIN-HD-3sis(VVFIN-3sis verliert)))(MF(NX-OA(NX-HD-asf(PPOSAT-asf ihre)(NN-asf Bedeutung))(NX(KOKOM als)(NX-HD-nsm(NN-nsm Verkehrsknotenpunkt))(PX(APPR-d auf)(NX-HD-dsf(ART-dsf der)($LPar "")(NN-dsf Vogelfluglinie)($RPar "")))))))(KON und)(LKFKONJ-KONJ(LK-VMFIN-3sis(VMFIN-HD-3sis(VMFIN-3sis muß)))(MF(NX-OA-as*3(PRF-as*3 sich)))(VC-VVINF(VVINF-OV(VVINF wandeln)))))))";0,933544908748685;0;1;0;0;0;0;f;fcr;"Die Ostseeinsel Fehmarn verliert ihre Bedeutung als Verkehrsknotenpunkt auf der "" Vogelfluglinie "" und muß sich wandeln";"Die Ostseeinsel Fehmarn verliert ihre Bedeutung als Verkehrsknotenpunkt auf der "" Vogelfluglinie "" und als_s Verkehrsknotenpunkt_s muß sich wandeln";"Die Ostseeinsel Fehmarn verliert ihre Bedeutung als Verkehrsknotenpunkt auf der "" Vogelfluglinie "" und die_f Ostseeinsel_f Fehmarn_f muß sich wandeln";;
597;(s104101_VROOT(SIMPX(VF(ADVX(ADV Tatsächlich)))(LK-VAFIN-3pis(VAFIN-HD-3pis(VAFIN-3pis sind)))(MF-3p(PX(APPR-d bei)(NX-HD(NX-HD-dpn(ADJX(CARD 15))(NN-dpn Prozent))(NX-gsf(ART-gsf der)(NN-gsf Bevölkerung))))(NX-ON(NX-KONJ(NX-HD-npm(NN-npm Geschirrberge))(PX(APPRART-dsn im)(NX-HD-dsn(NN-dsn Spülbecken))))($, ,)(NX-KONJ-npm(ADJX-npm(ADJA-npm verlegte))(NN-npm Schlüssel))(KON und)(NX-KONJ-npm(ADJX-npm(ADJA-npm verschlampte))(NN-npm Termine)))(PX(APPR-d an)(NX-HD-dsf(ART-dsf der)(NN-dsf Tagesordnung)))))($. .));1;0;0;0;0;1;0;k;NP Koord Pred;Tatsächlich sind bei 15 Prozent der Bevölkerung Geschirrberge im Spülbecken , verlegte Schlüssel und verschlampte Termine an der Tagesordnung .;Tatsächlich sind bei 15 Prozent der Bevölkerung Geschirrberge im Spülbecken , verlegte Schlüssel und verschlampte Termine an der Tagesordnung .;Tatsächlich sind bei 15 Prozent der Bevölkerung [Geschirrberge im Spülbecken , verlegte Schlüssel und verschlampte Termine] an der Tagesordnung .;;
598;"(s100156_VROOT(SIMPX(VF(ADVX(ADV Heute)))(LK-VAFIN-3sis(VAFIN-HD-3sis(VAFIN-3sis wird)))(MFFKOORD(MFFKONJ-KONJ(MF-3s(NX-ON-nsm3(PPER-nsm3 er))(NX-OD-ds*3(PRF-ds*3 sich))(ADVX(ADVX(ADV immer))(ADV noch))(NX-OA-asm(ART-asm den)(NN-asm Arsch)))($LPar "")(VC-VVINF(VVINF-OV(VVINF aufreißen)))($RPar ""))($, ,)(MFFKONJ-KONJ(MF(NX-OA-asf(ART-asf die)(NN-asf Pressingarbeit)))(VC-VVINF(VVINF-OV(VVINF übernehmen))))($, ,)(MFFKONJ-KONJ(MF(NX-OA-apm(ART-apm die)(NN-apm Wege)))(VC-VVINF(VVINF-OV(VVINF ablaufen))))))($. .))";0,582758288564818;0;1;0;0;0;0;f?;fg;"Heute wird er sich immer noch den Arsch "" aufreißen "" , die Pressingarbeit übernehmen , die Wege ablaufen .";"Heute wird er sich immer noch den Arsch "" aufreißen "" , heute_f die Pressingarbeit übernehmen , heute_f die Wege ablaufen .";"Heute wird er sich immer noch den Arsch "" aufreißen "" , heute_fg wird_fg er_fg sich_fg immer_fg noch_fg die Pressingarbeit übernehmen , heute_fg wird_fg er_fg sich_fg immer_fg noch_fg die Wege ablaufen .";;
599;(s100948_VROOT(SIMPX(VF-3p(NX-ON(NX-HD(NX-HD(NX-HD-npf(ART-npf Die)(ADJX-npf(ADJA-npf territorialen))(NN-npf Auseinandersetzungen))(PX(APPR-d zwischen)(NX-HD(NX-KONJ-dsn(NE-dsn Indien))(KON und)(NX-KONJ-dsn(NE-dsn Pakistan)))))(PX(APPR-a um)(NX-HD(NX-APP-asf(ART-asf die)(NN-asf Region))(NX-APP-asn(NE-asn Kaschmir)))))(ADVX(ADV etwa))))(LK-VAFIN-3pis(VAFIN-HD-3pis(VAFIN-3pis werden)))(MF(PX(APPR-d seit)(NX-HD-dpn(ADVX(ADV nunmehr))(ADJX(CARD fünfzig))(NN-dpn Jahren))))(VC-VVPP(VVPP-OV(VVPP geführt))))($. .));1;0;0;0;0;1;0;k;NP Koord PP;Die territorialen Auseinandersetzungen zwischen Indien und Pakistan um die Region Kaschmir etwa werden seit nunmehr fünfzig Jahren geführt .;Die territorialen Auseinandersetzungen zwischen Indien und Pakistan um die Region Kaschmir etwa werden seit nunmehr fünfzig Jahren geführt .;Die territorialen Auseinandersetzungen zwischen [Indien und Pakistan] um die Region Kaschmir etwa werden seit nunmehr fünfzig Jahren geführt .;;
600;(s101794_VROOT(SIMPX(VF(ADVX(ADV Gestern)))(LKFKOORD(LKFKONJ-KONJ(LK-VVFIN-3sit(VVFIN-HD-3sit(VVFIN-3sit begann)))(MF-3s(NX-ON(NX-HD-nsm(ART-nsm der)(NN-nsm Prozeß))(PX(APPR-a gegen)(NX-HD(NX-HD-apm(NN-apm Hintermänner))(NX(NX-HD-gsm(ART-gsm des)(NN-gsm Brandanschlags))(PX(APPR-a auf)(NX-HD(NX-HD-asn(ART-asn ein)(NN-asn Asylbewerberheim))(PX(APPR-d in)(NX-HD-dsn(NE-dsn Dolgenbrodt)))))))))))($D -)(KON und)(LKFKONJ-KONJ(LK-VAFIN-3sit(VAFIN-HD-3sit(VAFIN-3sit wurde)))(VC-VVPP(VVPP-OV(VVPP vertagt))))))($. .));1;0;0;0;1;0;0;s;sgf;Gestern begann der Prozeß gegen Hintermänner des Brandanschlags auf ein Asylbewerberheim in Dolgenbrodt - und wurde vertagt .;Gestern begann der Prozeß gegen Hintermänner des Brandanschlags auf ein Asylbewerberheim in Dolgenbrodt - und der_s Prozeß_s wurde vertagt .;Gestern begann der Prozeß gegen Hintermänner des Brandanschlags auf ein Asylbewerberheim in Dolgenbrodt - und der_s Prozeß_s wurde vertagt .;;
601;(s103642_VROOT(SIMPX(SIMPX-KONJ(VF-3s(NX-ON(NX-HD-nsf(ART-nsf Die)(ADJX-nsf(ADJA-nsf anfängliche))(NN-nsf Zurückhaltung))(PX(APPRART-dsn beim)(NX-HD-dsn(NN-dsn Publikum)))))(LK-VAFIN-3sis(VAFIN-HD-3sis(VAFIN-3sis ist)))(MF(ADVX(ADV mittlerweile))(ADJX(ADJD vollkommen)))(VC-VVPP(VVPP-OV(VVPP gewichen))))($, ,)(SIMPX-KONJ(VF-3p(NX-ON-npm(DP-***(ADVX(ADV immer))(PIAT-*** mehr))(NN-npm Besucher)))(LK-VMFIN-3pis(VMFIN-HD-3pis(VMFIN-3pis wollen)))(MF(PX(APPR-a auf)(NX-HD-asf(ART-asf die)(NN-asf Bühne))))))($. .));0,897954214440423;0;0;0;0;0;1;-;Satz Koord;Die anfängliche Zurückhaltung beim Publikum ist mittlerweile vollkommen gewichen , immer mehr Besucher wollen auf die Bühne .;Die anfängliche Zurückhaltung beim Publikum ist mittlerweile vollkommen gewichen , immer mehr Besucher wollen auf die Bühne gewichen_g .;Die anfängliche Zurückhaltung beim Publikum ist mittlerweile vollkommen gewichen , immer mehr Besucher wollen auf die Bühne .;;
602;(s104123_VROOT(SIMPX(VF-3s(NX-ON-nsn3(PPER-nsn3 Es)))(LKFKOORD(LKFKONJ-KONJ(LK-VVFIN-3sis(VVFIN-HD-3sis(VVFIN-3sis gehört)))(MF(ADVX(ADV aber))(ADVX(PTKNEG nicht))($, ,)(PX(APPRART-dsn zum)(NX-HD-dsn(NN-dsn Glück)))($, ,)(PX(APPR-d zu)(NX-HD-dsf(PPOSAT-dsf seiner)(NN-dsf Wohnung)))))($, ,)(KON sondern)(LKFKONJ-KONJ(LK-VAFIN-3sis(VAFIN-HD-3sis(VAFIN-3sis ist)))(MF(NX-PRED(NX-HD-nsm(ART-nsm ein)(NN-nsm Abstellraum))(PX(APPR-d in)(NX-HD-dsf(ART-dsf einer)(ADJX-dsf(ADJA-dsf anderen))(NN-dsf Stadt))))))))($. .));1;0;1;0;0;0;0;f;fcr;Es gehört aber nicht , zum Glück , zu seiner Wohnung , sondern ist ein Abstellraum in einer anderen Stadt .;Es gehört aber nicht , zum Glück , zu seiner Wohnung , sondern es_f ist ein Abstellraum in einer anderen Stadt .;Es gehört aber nicht , zum Glück , zu seiner Wohnung , sondern es_f ist ein Abstellraum in einer anderen Stadt .;;
603;(s104521_VROOT(SIMPX(SIMPX-KONJ(VF-3s(NX-ON-nsn(ART-nsn Das)(NN-nsn Management)))(LK-VVFIN-3sis(VVFIN-HD-3sis(VVFIN-3sis weist)))(MF(NX-OA-asm(ART-asm den)(NN-asm Vorwurf)))(VC(PTKVZ zurück)))($, ,)(SIMPX-KONJ(VF(ADVX(ADV schließlich)))(LK-VMFIN-3sks(VMFIN-HD-3sks(VMFIN-3sks wolle)))(MF-3s(NX-ON-ns*(PIS-ns* man))(NX-OA(NX-HD-apf(ADJX(CARD 21))(NN-apf Milliarden))(NX-apm(NN-apm Dollar)))(PX(APPR-a bis)(NX-HD(CARD 2002)))(PX(APPR-d in)(NX-HD-dsn(NE-dsn Flint))))(VC-VVINF(VVINF-OV(VVINF investieren)))))($. .));1;0;0;0;0;0;1;-;Satz Koord;Das Management weist den Vorwurf zurück , schließlich wolle man 21 Milliarden Dollar bis 2002 in Flint investieren .;Das Management weist den Vorwurf zurück , schließlich wolle man 21 Milliarden Dollar bis 2002 in Flint investieren .;Das Management weist den Vorwurf zurück , schließlich wolle man 21 Milliarden Dollar bis 2002 in Flint investieren .;;
604;(s99739_VROOT(SIMPX(VF-3s(NX-ON-nsn(PDS-nsn Das)))(LKFKOORD(LKFKONJ-KONJ(LK-VAFIN-3sis(VAFIN-HD-3sis(VAFIN-3sis ist)))(MF(NX-PRED-nsn(NN-nsn Programm))))($, ,)(LKFKONJ-KONJ(LK-VAFIN-3sis(VAFIN-HD-3sis(VAFIN-3sis hat)))(MF(ADVX(ADV allerdings))(ADVX(ADV auch))(PX(PROP damit)))(VC-PTKZU(PTKZU-OV(PTKZU zu)(VVINF tun)))($, ,)(NF(CSIMPX(CKOU(KOUS daß))(MF-3s(NX-ON-nsn(ART-nsn das)(NE-nsn Akko))(NX-OA-asf(PIAT-asf keine)(NN-asf Werbung))(ADJX(ADJD nötig)))(VC-VAFIN-3sis(VAFIN-HD-3sis(VAFIN-3sis hat))))))))($. .));1;0;1;0;0;0;0;f;fcr;Das ist Programm , hat allerdings auch damit zu tun , daß das Akko keine Werbung nötig hat .;Das ist Programm , das_f hat allerdings auch damit zu tun , daß das Akko keine Werbung nötig hat .;Das ist Programm , das_f hat allerdings auch damit zu tun , daß das Akko keine Werbung nötig hat .;;
605;(s100643_VROOT(SIMPX(VF-3s(NX-ON-nsf(NE-nsf Nukem)))(LKFKOORD(LKFKONJ-KONJ(LK-VVFIN-3sis(VVFIN-HD-3sis(VVFIN-3sis bestreitet)))($, ,)(NF(CSIMPX(CKOU(KOUS daß))(MF-3s(NX-ON-nsn3(PPER-nsn3 es))(NX-VMOD(CARD 1987))(NX-OA-asf(ART-asf eine)(NN-asf Explosion)))(VC-VVFIN-3sit(VVFIN-HD-3sit(VVFIN-3sit gab))))))($, ,)(LKFKONJ-KONJ(LK-VMFIN-3sis(VMFIN-HD-3sis(VMFIN-3sis kann)))(MF(ADVX(ADV aber))(NX-OA-apm(ADJX-apm(ADJA-apm gemessene))(NN-apm Strahlenwerte))(ADVX(PTKNEG nicht)))(VC-VVINF(VVINF-OV(VVINF erklären)))))));1;0;1;0;0;0;0;f;fcr;Nukem bestreitet , daß es 1987 eine Explosion gab , kann aber gemessene Strahlenwerte nicht erklären;Nukem bestreitet , daß es 1987 eine Explosion gab , es_s kann aber gemessene Strahlenwerte nicht erklären;Nukem bestreitet , daß es 1987 eine Explosion gab , Nukem_f kann aber gemessene Strahlenwerte nicht erklären;;
606;(s103429_VROOT(SIMPXINT(SIMPX-KONJ(LK-VVFIN-3pis(VVFIN-HD-3pis(VVFIN-3pis kennen)))(MF-3p(NX-ON-np*(PDS-np* die))(NX-OA-apm(PIAT-apm keine)(NN-apm Wochentage))))($, ,)(SIMPX-KONJ(LK-VMFIN-3pis(VMFIN-HD-3pis(VMFIN-3pis können)))(MF-3p(NX-ON-np*3(PPER-np*3 sie))(ADVX(PTKNEG nicht))(PX(APPR-a bis)(NX-HD(CARD 23))))(VC-VVINF(VVINF-OV(VVINF zählen))))($, ,)(SIMPX-KONJ(LK-VAFIN-3pis(VAFIN-HD-3pis(VAFIN-3pis sind)))(MF-3p(NX-ON-npm(NN-npm Bonner))(NX-PRED-npm(ADJX-npm(ADJA-npm blöde))(NN-npm Brotbeutel)))))($QM ?));0,89159931276001;0;0;0;0;0;1;-;Satz Koord;kennen die keine Wochentage , können sie nicht bis 23 zählen , sind Bonner blöde Brotbeutel ?;kennen die keine Wochentage , können sie nicht bis 23 zählen , sind Bonner blöde Brotbeutel zählen_g ?;kennen die keine Wochentage , können sie nicht bis 23 zählen , sind Bonner blöde Brotbeutel ?;;
607;(s103916_VROOT(SIMPX(VF(PX(APPR-d In)(NX-HD-dsf(ART-dsf der)(NN-dsf Theorie))))(LK-VVFIN-3sis(VVFIN-HD-3sis(VVFIN-3sis schafft)))(MF-3s(NX-OSMOD-asn3(PPER-asn3 es))(NX-ON-nsm(ART-nsm der)(NN-nsm Wettbewerb)))($, ,)(NF(SIMPX-OS(MF(PX(APPR-a durch)(NX-HD-asm(ART-asm den)(NN-asm Konkurrenzgedanken)))(NX-OA(NX-HD-asn(ART-asn das)(NN-asn Streben))(PX(APPR-d nach)(NX-HD(NX-KONJ-dpn(NN-dpn Monopolen))(KON und)(NX-KONJ-dsf(NN-dsf Macht)))))(ADJX(ADJD systematisch)))(VC-VVIZU(VVIZU-HD(VVIZU auszuschalten))))))($. .));0,714057391017691;0;0;0;0;1;0;k;NP Koord PP;In der Theorie schafft es der Wettbewerb , durch den Konkurrenzgedanken das Streben nach Monopolen und Macht systematisch auszuschalten .;In der Theorie schafft es der Wettbewerb auszuschalten_g , in_f der_f Theorie_f durch den Konkurrenzgedanken das Streben nach Monopolen und Macht systematisch auszuschalten .;In der Theorie schafft es der Wettbewerb , durch den Konkurrenzgedanken das Streben nach [Monopolen und Macht] systematisch auszuschalten .;;
