Sent_no;Original sentence;Comments;Canonical form;gold2 (LCO);General order of re-inspection;FCR;Gapping;FG;BCR;SGF;Sentence Length
s15332;Bei der Geburt wogen die drei Mädchen 1770 , 1300 und 1270 Gramm , die beiden Jungen 1620 und 1640 Gramm . ;;Bei der Geburt wogen die drei Mädchen 1770 , 1300 und 1270 Gramm , die beiden Jungen wogen_g bei_b der_b Geburt_g 1620 und 1640 Gramm . ;;;0;1;0;1;0;22
s21377;Bei der Konferenz faßten die 240 Rektoren der Hochschulen noch keinen Beschluß , sondern diskutierten das Modell in einer ersten Lesung . ;;Bei der Konferenz faßten die 240 Rektoren der Hochschulen noch keinen Beschluß , sondern die_s 240_s Rektoren_s der_s Hochschulen_s diskutierten das Modell in einer ersten Lesung . ;;;0;0;0;0;1;22
s16557;Bei der Realisierung halfen ihm , außer seinen Erlanger Studenten , vor allem der namhafte Münchner Raumkünstler Michael Hoffer , der Heimatverein und ein aufgeschlossener Bürgermeister , der immerhin 700 Mark pro Einwohner für das `` kulturelle Kleinod im Neuen Fränkischen Seenland '' lockermachen konnte und sich nun einen gewissen Rücklauf in touristischer Form erhofft . ;;Bei der Realisierung halfen ihm , außer seinen Erlanger Studenten , vor allem der namhafte Münchner Raumkünstler Michael Hoffer , der Heimatverein und ein aufgeschlossener Bürgermeister , der immerhin 700 Mark pro Einwohner für das `` kulturelle Kleinod im Neuen Fränkischen Seenland '' lockermachen konnte und der_f sich nun einen gewissen Rücklauf in touristischer Form erhofft . ;Bei der Realisierung halfen ihm , außer seinen Erlanger Studenten , vor allem der namhafte Münchner Raumkünstler Michael Hoffer , bei_fg der_fg Realisierung_fg halfen_fg ihm_fg ,_fg außer_fg seinen_fg Erlanger_fg Studenten_fg ,_fg vor_fg allem_fg der Heimatverein und bei_fg der_fg Realisierung_fg halfen_fg ihm_fg ,_fg außer_fg seinen_fg Erlanger_fg Studenten_fg ,_fg vor_fg allem_fg ein aufgeschlossener Bürgermeister , der immerhin 700 Mark pro Einwohner für das `` kulturelle Kleinod im Neuen Fränkischen Seenland '' lockermachen konnte und der_f sich nun einen gewissen Rücklauf in touristischer Form erhofft . ;;1;0;0;0;0;56
s11562;Bei der rechtsextremen FRG ( Republikanische Front Guatemalas ) dagegen treffen die 3,7 Millionen Wahlberechtigten auf einen Präsidentschaftskandidaten , der mit der Guerilla sympathisierte und Jahre im Exil verbrachte . ;;Bei der rechtsextremen FRG ( Republikanische Front Guatemalas ) dagegen treffen die 3,7 Millionen Wahlberechtigten auf einen Präsidentschaftskandidaten , der mit der Guerilla sympathisierte und der_f Jahre im Exil verbrachte . ;;;1;0;0;0;0;30
s44002;Bei deren Frankfurter Tochter wurde gestern eilig eine Betriebsversammlung einberufen und die Meldung als `` komplette Zeitungsente '' bezeichnet . ;auch ohne eilig und gestern;Bei deren Frankfurter Tochter wurde gestern eilig eine Betriebsversammlung einberufen und bei_fg deren_fg Frankfurter_fg Tochter_fg wurde_fg gestern_fg eilig_fg die Meldung als `` komplette Zeitungsente '' bezeichnet . ;Bei deren Frankfurter Tochter wurde gestern eilig eine Betriebsversammlung einberufen und die Meldung als `` komplette Zeitungsente '' bezeichnet . ;;0;0;1;0;0;20
s43480;Bei diesem Punkt stehe Deutschland aber unter starkem Druck und werde sich letztlich kaum verweigern können , heißt es in Brüssel . ;;Bei diesem Punkt stehe Deutschland aber unter starkem Druck und Deutschland_s werde sich letztlich kaum verweigern können , heißt es in Brüssel . ;;;0;0;0;0;1;22
s35928;Bei dieser Sitzung sollte besprochen werden , wie sich das veränderte Verhältnis zwischen der Fraktion und dem Parteivorstand auswirken wird und gestalten läßt . ;;Bei dieser Sitzung sollte besprochen werden , wie sich das veränderte Verhältnis zwischen der Fraktion und dem Parteivorstand auswirken wird und wie_f sich_f das_f veränderte_f Verhältnis_f zwischen_f der_f Fraktion_f und_f dem_f Parteivorstand_f gestalten läßt . ;Bei dieser Sitzung sollte besprochen werden , wie sich das veränderte Verhältnis zwischen der Fraktion und dem Parteivorstand auswirken wird und gestalten läßt . ;;1;0;0;0;0;24
s19776;Bei drei schweren Lawinenunglücken in Nepal sind am Wochenende mindestens 52 Menschen von Schneemassen verschüttet und aller Wahrscheinlichkeit nach getötet worden . ;FG+BCR MAIN;Bei drei schweren Lawinenunglücken in Nepal sind am Wochenende mindestens 52 Menschen von Schneemassen verschüttet worden_b und bei_fg  drei_fg  schweren_fg  Lawinenunglücken_fg  in_fg  Nepal_fg  sind_fg  am_fg  Wochenende_fg  mindestens_fg  52_fg  Menschen_fg  aller Wahrscheinlichkeit nach getötet worden . ;;;0;0;1;1;0;22
s24789;Bei einem Bombenanschlag im Osten Algeriens sind am Dienstag nach Angaben von Augenzeugen mindestens ein Mann getötet und fünf Kinder verletzt worden . ;;Bei einem Bombenanschlag im Osten Algeriens sind am Dienstag nach Angaben von Augenzeugen mindestens ein Mann getötet worden_b und bei_fg einem_fg Bombenanschlag_fg im_fg Osten_fg Algeriens_fg sind_fg am_fg Dienstag_fg nach_fg Angaben_fg von_fg Augenzeugen_fg fünf Kinder verletzt worden . ;;;0;0;1;1;0;23
s1141;Bei einem Bombenanschlag sind am Samstag in der libanesischen Stadt Dschunije zwei Menschen ums Leben gekommen und drei weitere verletzt worden . ;;Bei einem Bombenanschlag sind am Samstag in der libanesischen Stadt Dschunije zwei Menschen ums Leben gekommen und bei_fg einem_fg Bombenanschlag_fg sind_fg am_fg Samstag_fg in_fg der_fg libanesischen_fg Stadt_fg Dschunije_fg drei weitere verletzt worden . ;;;0;0;1;0;0;22
s4458;Bei einer Serie verheerender Explosionen in einer Munitionsfabrik im Nordwesten Argentiniens sind mindestens 13 Menschen getötet und 330 verletzt worden . ;FG+BCR MAIN;Bei einer Serie verheerender Explosionen in einer Munitionsfabrik im Nordwesten Argentiniens sind mindestens 13 Menschen getötet worden_b und bei_fg einer_fg Serie_fg verheerender_fg Explosionen_fg in_fg einer_fg Munitionsfabrik_fg im_fg Nordwesten_fg Argentiniens_fg sind_fg 330 verletzt worden . ;;;0;0;1;1;0;21
s50270;Bei einigen Pferden entdecken wir enorm verdickte Sprunggelenke und Verletzungen am Maul , da sie so kurz angebunden sind , daß sie Fahrbewegungen nicht ausgleichen können und daher mit dem Kopf an die Lkw-Wand prallen . ;;Bei einigen Pferden entdecken wir enorm verdickte Sprunggelenke und Verletzungen am Maul , da sie so kurz angebunden sind , daß sie Fahrbewegungen nicht ausgleichen können und daß_f sie_f daher mit dem Kopf an die Lkw-Wand prallen . ;;;1;0;0;0;0;36
s2202;Bei Gefechten in der moldawischen Dnjestr-Region sind in der Nacht zum Montag zwei Menschen getötet und zwölf verletzt worden . ;;Bei Gefechten in der moldawischen Dnjestr-Region sind in der Nacht zum Montag zwei Menschen getötet worden_b und bei_fg Gefechten_fg in_fg der_fg moldawischen_fg Dnjestr-Region_fg sind_fg in_fg der_fg Nacht_fg zum_fg Montag_fg zwölf verletzt worden . ;;;0;0;1;1;0;20
s39381;Bei ihren 293 Einsätzen im vergangenen Jahr haben die Ritter des Staatssäckels umgerechnet mindestens fünf Millionen Mark Schwarzgeld beschlagnahmt und beim Finanzminister abgeliefert , erzählt Oberst Michail Poljakow , der Chef der Truppe . ;;Bei ihren 293 Einsätzen im vergangenen Jahr haben die Ritter des Staatssäckels umgerechnet mindestens fünf Millionen Mark Schwarzgeld beschlagnahmt und bei_f ihren_f 293_f Einsätzen_f im_f vergangenen_f Jahr_f haben_f die_f Ritter_f des_f Staatssäckels_f umgerechnet_f mindestens_f fünf_f Millionen_f Mark_f Schwarzgeld_f  beim Finanzminister abgeliefert , erzählt Oberst Michail Poljakow , der Chef der Truppe . ;;;1;0;0;0;0;34
s4480;Bei insgesamt acht Bombenattentaten wurden in Frankreich seit Ende Juli sieben Menschen getötet und mehr als 180 verletzt . ;in F. seit Ende Juli blocks local coord;Bei insgesamt acht Bombenattentaten wurden in Frankreich seit Ende Juli sieben Menschen getötet und bei_fg insgesamt_fg acht_fg Bombenattentaten_fg wurden_fg in_fg Frankreich_fg seit_fg Ende_fg Juli_fg_fg mehr als 180 verletzt . ;;;0;0;1;0;0;19
s9157;Bei lebhaften Umsätzen zogen am Rentenmarkt die Kassakurse der Festverzinslichen bis auf wenige Ausnahmen an , und zwar in der Spitze um 40 Pfennig . ;LDG MAIN Stripping;Bei lebhaften Umsätzen zogen am Rentenmarkt die Kassakurse der Festverzinslichen bis auf wenige Ausnahmen an , und zwar zogen_g bei_g lebhaften_g Umsätzen_g am_g Rentenmarkt_g die_g Kassakurse_g der_g Festverzinslichen_g in der Spitze um 40 Pfennig an_g . ;;;0;1;0;0;0;25
s1074;Bei neuen Kämpfen in Südossetien wurden laut Itar-Tass in der Nacht zum Samstag vier Menschen getötet und 17 verletzt . ;;Bei neuen Kämpfen in Südossetien wurden laut Itar-Tass in der Nacht zum Samstag vier Menschen getötet und bei_fg neuen_fg Kämpfen_fg in_fg Südossetien_fg wurden_fg laut_fg Itar-Tass_fg in_fg der_fg Nacht_fg zum_fg Samstag_fg 17 verletzt . ;;;0;0;1;0;0;20
s1469;Bei Raketenangriffen auf die afghanische Hauptstadt Kabul am Samstag sind mindestens 100 Menschen getötet und 300 weitere verletzt worden . ;;Bei Raketenangriffen auf die afghanische Hauptstadt Kabul am Samstag sind mindestens 100 Menschen getötet worden_b und bei_fg Raketenangriffen_fg auf_fg die_fg afghanische_fg Hauptstadt_fg Kabul_fg am_fg Samstag_fg sind_fg 300 weitere verletzt worden . ;;;0;0;1;1;0;20
s11708;Bei Studierenden , die unteren Einkommensschichten entstammen und deshalb den Höchstsatz an Bafög erhalten , würde sich die Schuldenlast im Vergleich zu heute auf bis zu 70 000 Mark verdoppeln . ;;Bei Studierenden , die unteren Einkommensschichten entstammen und die_f deshalb den Höchstsatz an Bafög erhalten , würde sich die Schuldenlast im Vergleich zu heute auf bis zu 70 000 Mark verdoppeln . ;;;1;0;0;0;0;31
s41665;Bei Thyssen sind dies rund 23 000 , bei Krupp 46 000 Menschen . ;;Bei Thyssen sind dies rund 23 000 , bei Krupp sind_g dies_g 46 000 Menschen . ;;;0;1;0;0;0;14
s23435;Bei Unruhen in verschiedenen Städten Haitis sind am Montag ( Ortszeit ) zwei Menschen getötet und rund 15 Häuser in Brand gesetzt worden . ;FG+BCR MAIN;Bei Unruhen in verschiedenen Städten Haitis sind am Montag ( Ortszeit ) zwei Menschen getötet worden_b und bei_fg Unruhen_fg in_fg verschiedenen_fg Städten_fg Haitis_fg sind_fg am_fg Montag_fg (_fg Ortszeit_fg )_fg rund 15 Häuser in Brand gesetzt worden . ;;;0;0;1;1;0;24
s29465;Bei Vergehen beispielsweise gegen das `` sozialistische Eigentum '' , bei Faulheit etc. wurden öffentliche Kritik-Selbstkritik-Veranstaltungen abgehalten , die von den Volkskommunen geregelt wurden und mit Umerziehung oder härteren Strafen bis zur Hinrichtung der Delinquenten verbunden waren . ;;Bei Vergehen beispielsweise gegen das `` sozialistische Eigentum '' , bei Faulheit etc. wurden öffentliche Kritik-Selbstkritik-Veranstaltungen abgehalten , die von den Volkskommunen geregelt wurden und die_f mit Umerziehung oder härteren Strafen bis zur Hinrichtung der Delinquenten verbunden waren . ;;;1;0;0;0;0;38
s12497;Bei Wahlen in einigen Landkreisen und Städten konnten die Demokraten ihre Positionen verteidigen und zum Teil leicht ausbauen . ;;Bei Wahlen in einigen Landkreisen und Städten konnten die Demokraten ihre Positionen verteidigen und bei_fg Wahlen_fg in_fg einigen_fg Landkreisen_fg und_fg Städten_fg konnten_fg die_fg Demokraten_fg ihre_fg Positionen_fg zum Teil leicht ausbauen . ;Bei Wahlen in einigen Landkreisen und Städten konnten die Demokraten ihre Positionen verteidigen und zum Teil leicht ausbauen . ;;0;0;1;0;0;19
s22205;Bei Wolf , aus Jülchen , wäre ( für günstige 17.500 DM ) ein Meisterbild des fast vergessenen Otto Ritschl zu haben , bei Springer aus Berlin , auch einem Mitgründer von Art Cologne , den die Messe jetzt für seine Verdienste mit einem Ehrenpreis bedacht hat , ein früher Dorazio ( Do ut des von 1958 / 59 ) und zwei der verdunkelten Bilder Bernd Koberlings . ;;Bei Wolf , aus Jülchen , wäre ( für günstige 17.500 DM ) ein Meisterbild des fast vergessenen Otto Ritschl zu haben , bei Springer aus Berlin , auch einem Mitgründer von Art Cologne , den die Messe jetzt für seine Verdienste mit einem Ehrenpreis bedacht hat , wären_g ein früher Dorazio ( Do ut des von 1958 / 59 )  und zwei der verdunkelten Bilder Bernd Koberlings zu_g haben_g . ;;;0;1;0;0;0;68
s19829;Bei zwei Selbstmord-Bombenanschlägen im Zentrum der srilankischen Hauptstadt Colombo sind am Wochenende 17 Menschen getötet und mindestens 50 weitere verletzt worden . ;FG+BCR MAIN;Bei zwei Selbstmord-Bombenanschlägen im Zentrum der srilankischen Hauptstadt Colombo sind am Wochenende 17 Menschen getötet worden_b und bei_g zwei_g Selbstmord-Bombenanschlägen_g im_g Zentrum_g der_g srilankischen_g Hauptstadt_g Colombo_g sind_g am_g Wochenende_g mindestens 50 weitere verletzt worden . ;;;0;1;0;1;0;22
s28054;Beide begründeten ihr Vorgehen mit dem Hinweis , daß die SPD endlich Klarheit über ihre personellen Entscheidungen brauche und eine fortdauernde Unsicherheit der Partei schaden würde . ;;Beide begründeten ihr Vorgehen mit dem Hinweis , daß die SPD endlich Klarheit über ihre personellen Entscheidungen brauche und daß_f eine fortdauernde Unsicherheit der Partei schaden würde . ;;;1;0;0;0;0;27
s44931;Beide beteuerten ihre Unschuld und sprachen von Folter und Verschwörungen . ;;Beide beteuerten ihre Unschuld und beide_f sprachen von Folter und Verschwörungen . ;Beide beteuerten ihre Unschuld und sprachen von Folter und Verschwörungen . ;;1;0;0;0;0;11
s40825;Beide Broschüren können zusammen gegen Einsendung eines mit drei Mark frankierten Rückumschlages direkt bei der Condor Flugdienst GmbH , Stichwort `` Reise-Ratgeber '' ( HL 2 ) , Postfach 1164 in 65 440 Kelsterbach , bestellt oder über jedes Reisebüro bezogen werden . ;;Beide Broschüren können zusammen gegen Einsendung eines mit drei Mark frankierten Rückumschlages direkt bei der Condor Flugdienst GmbH , Stichwort `` Reise-Ratgeber '' ( HL 2 ) , Postfach 1164 in 65 440 Kelsterbach , bestellt werden_b oder beide_fg Broschüren_fg können_fg zusammen_fg gegen_fg Einsendung_fg eines_fg mit_fg drei_fg Mark_fg frankierten_fg Rückumschlages_fg über jedes Reisebüro bezogen werden . ;;;0;0;1;1;0;43
s14033;Beide Sehweisen hatte Siqueiros bei einem längeren Europaaufenthalt in den frühen zwanziger Jahren kennengelernt und zu einem Realismus mit durchaus magischen Qualitäten synthetisiert , in den zudem Techniken des neuen Mediums Film einflossen . ;;Beide Sehweisen hatte Siqueiros bei einem längeren Europaaufenthalt in den frühen zwanziger Jahren kennengelernt und beide_fg Sehweisen_fg hatte_fg Siqueiros_fg zu einem Realismus mit durchaus magischen Qualitäten synthetisiert , in den zudem Techniken des neuen Mediums Film einflossen . ;;;0;0;1;0;0;34
s12733;Beide wollen keinen Prozeß , aber sie wollen sich auch nicht `` hindern '' lassen , Umfrageergebnisse und Wahlergebnisse zu vergleichen und politisch zu bewerten , wenn die `` Fakten einen bemerkenswerten Rekord an Irrtümern offenbaren '' . ;;Beide wollen keinen Prozeß , aber sie wollen sich auch nicht `` hindern '' lassen , Umfrageergebnisse und Wahlergebnisse zu vergleichen und Umfrageergebnisse_f und_f Wahlergebnisse_f  politisch zu bewerten , wenn die `` Fakten einen bemerkenswerten Rekord an Irrtümern offenbaren '' . ;;;1;0;0;0;0;38
s36480;Beim ersten Durchgang vor zwei Wochen hatte Walesa bei ersten Prognosen ebenfalls vorn gelegen , war aber später von Kwasniewski überholt worden . ;;Beim ersten Durchgang vor zwei Wochen hatte Walesa bei ersten Prognosen ebenfalls vorn gelegen , Walesa_s war aber später von Kwasniewski überholt worden . ;;;0;0;0;0;1;23
s2249;Beim Rundgang hielt sich das spanische Königspaar eine halbe Stunde lang im Pavillon der Bundesrepublik auf und ließ sich vor ausgestellten Stücken der Berliner Mauer fotografieren . ;;Beim Rundgang hielt sich das spanische Königspaar eine halbe Stunde lang im Pavillon der Bundesrepublik auf und das_s spanische_s Königspaar_s ließ sich vor ausgestellten Stücken der Berliner Mauer fotografieren . ;;;0;0;0;0;1;27
s24094;Beispielhaft für viele erklärt Minister Rüttgers die ökologischen Vorteile der Informationsgesellschaft damit , Telearbeit könne den Berufsverkehr ebenso merklich ausdünnen wie Videokonferenzen die Dienstreisen . ;comparison;Beispielhaft für viele erklärt Minister Rüttgers die ökologischen Vorteile der Informationsgesellschaft damit , Telearbeit könne den Berufsverkehr ebenso merklich ausdünnen wie Videokonferenzen die Dienstreisen merklich_g ausdünnen_g können_g. ;;;0;1;0;0;0;25
s42850;Beispielsweise bleibe dann das Unternehmen mit seinen Stellen erhalten , der Preis bilde sich am Markt und erspare der öffentlichen Hand Vorwürfe , zu billig oder zu teuer verkauft zu haben . ;das Unternehmen oder der Preis;Beispielsweise bleibe dann das Unternehmen mit seinen Stellen erhalten , der Preis bilde sich am Markt und der_f Preis_f  erspare der öffentlichen Hand Vorwürfe , zu billig verkauft_b  zu_b  haben_b  oder zu teuer verkauft zu haben . ;;;1;0;0;1;0;32
s32143;Bejaht er aber ihre Legitimität und damit die der Abschreckung , die aber nur mit ihrer `` erwiesenen '' oder behaupteten Wirksamkeit zu begründen wäre , stellt er nachträglich den Atomwaffensperrvertrag in Frage . ;;Bejaht er aber ihre Legitimität und bejaht_fg er_fg damit die der Abschreckung , die aber nur mit ihrer `` erwiesenen '' oder behaupteten Wirksamkeit zu begründen wäre , stellt er nachträglich den Atomwaffensperrvertrag in Frage . ;;;0;0;1;0;0;34
s2947;Belgien würde seinen internationalen Verpflichtungen nicht mehr nachkommen können , falls die Wehrpflicht abgeschafft , der Verteidigungsetat eingefroren und das militärische Material verringert werden sollte . ;;Belgien würde seinen internationalen Verpflichtungen nicht mehr nachkommen können , falls die Wehrpflicht abgeschafft werden_b sollte_b , falls_f der Verteidigungsetat eingefroren werden_b sollte_b und falls_f das militärische Material verringert werden sollte . ;;;1;0;0;1;0;26
